schema	term	status	dats_key_description	sdo_id	sdo_type	sdo_prop_description	sdo_prop_domain	sdo_prop_range	remapped_from
license_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
material_schema.json	derivesFrom	Annotated	A material from which this material originated.	sdo:isBasedOn	sdo:Thing	A resource from which this work is derived or from which it is a modification or adaption.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL	
material_schema.json	bearerOfDisease	Annotated	The pathology affecting the material used in the study or refered to in the dataset (ideally from a controlled vocabulary/ontology).	sdo:diagnosis	sdo:MedicalCondition	One or more alternative conditions considered in the differential diagnosis process as output of a diagnosis process.	http://schema.org/DDxElement, http://schema.org/Patient	http://schema.org/MedicalCondition	
material_schema.json	taxonomy	Annotated	The taxonomic information for this material (ideally specified from a controlled vocabulary/ontology).	sdo:category	sdo:Thing	A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.	http://schema.org/ActionAccessSpecification, http://schema.org/Invoice, http://schema.org/Offer, http://schema.org/PhysicalActivity, http://schema.org/Product, http://schema.org/Recommendation, http://schema.org/Service, http://schema.org/SpecialAnnouncement	http://schema.org/PhysicalActivityCategory, http://schema.org/Text, http://schema.org/Thing, http://schema.org/URL	
material_schema.json	involvedInBiologicalEntity	Annotated	A biological process (ideally specified from a controlled vocabulary/ontology) in which the material is involved.	sdo:potentialAction	sdo:Thing	Indicates a potential Action, which describes an idealized action in which this thing would play an 'object' role.	http://schema.org/Thing	http://schema.org/Action	
material_schema.json	characteristics	Annotated	The characteristic information or attributes denoting the material.	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
material_schema.json	consentInformation	Annotated	The consent information related to this material.	sdo:permissionType	sdo:DigitalDocumentPermissionType	The type of permission granted the person, organization, or audience.	http://schema.org/DigitalDocumentPermission	http://schema.org/DigitalDocumentPermissionType	
material_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
molecular_entity_schema.json	taxonomy	Annotated	The taxonomic information for this material (ideally specified from a controlled vocabulary/ontology).	sdo:category	sdo:Thing	A category for the item. Greater signs or slashes can be used to informally indicate a category hierarchy.	http://schema.org/ActionAccessSpecification, http://schema.org/Invoice, http://schema.org/Offer, http://schema.org/PhysicalActivity, http://schema.org/Product, http://schema.org/Recommendation, http://schema.org/Service, http://schema.org/SpecialAnnouncement	http://schema.org/PhysicalActivityCategory, http://schema.org/Text, http://schema.org/Thing, http://schema.org/URL	
molecular_entity_schema.json	characteristics	Annotated	The characteristic information or attributes denoting the material.	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
molecular_entity_schema.json	involvedInProcess	Annotated	The molecular processes where the molecular entity is known to be involved in.	sdo:potentialAction	sdo:Thing	Indicates a potential Action, which describes an idealized action in which this thing would play an 'object' role.	http://schema.org/Thing	http://schema.org/Action	
molecular_entity_schema.json	relatedEntities	Annotated	Entities that are related to this molecular entity.	sdo:relatedLink	@id	A link related to this web page, for example to other related web pages.	http://schema.org/WebPage	http://schema.org/URL	
molecular_entity_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
organization_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
person_schema.json	middleInitial	Annotated	The first letter of the person's middle name.	sdo:additionalName	sdo:Text	An additional name for a Person, can be used for a middle name.	http://schema.org/Person	http://schema.org/Text	
person_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
provenance_schema.json	transformationFile	Annotated	The DataMed transformation file describing the mapping between the original repository and DATS.	sdo:url	@id	URL of the item.	http://schema.org/Thing	http://schema.org/URL	
provenance_schema.json	ingestMethod	Annotated	The method used to ingest the dataset from the repository into DataMed.	sdo:procedure	sdo:Text	A description of the procedure involved in setting up, using, and/or installing the device.	http://schema.org/MedicalDevice	http://schema.org/Text	
provenance_schema.json	ingestTarget	Annotated	The location where the source files can be found, using the ingestMethod, to produce this DATS intance ingested in DataMed.	sdo:isBasedOn	@id	A resource from which this work is derived or from which it is a modification or adaption.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL	
provenance_schema.json	filePattern	Annotated	A regular expression indicating the pattern of files considered during the ingestion process.	sdo:valuePattern	sdo:Text	Specifies a regular expression for testing literal values according to the HTML spec.	http://schema.org/PropertyValueSpecification	http://schema.org/Text	
provenance_schema.json	ingestTimestamp	Annotated	A timestamp reporting when the ingestion occurred.	sdo:uploadDate	sdo:Date	Date when this media object was uploaded to this site.	http://schema.org/MediaObject	http://schema.org/Date	
publication_schema.json	authorsList	Annotated	The list of authors made available as a string (does not allow disambiguation).	sdo:author		The author of this content or rating. Please note that author is special in that HTML 5 provides a special mechanism for indicating authorship via the rel tag. That is equivalent to this and may be used interchangeably.	http://schema.org/CreativeWork, http://schema.org/Rating	http://schema.org/Organization, http://schema.org/Person	
publication_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
related_identifier_info_schema.json	relationType	Annotated	The type of the relationship corresponding to this identifier.	sdo:additionalProperty	sdo:Thing	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
software_schema.json	isUsedBy	Annotated	The data acquisition activity that makes use of this software.	sdo:workExample	sdo:Thing	Example/instance/realization/derivation of the concept of this creative work. eg. The paperback edition, first edition, or eBook.	http://schema.org/CreativeWork	http://schema.org/CreativeWork	
software_schema.json	manufacturer	Annotated	The person or organisation that produced the software.	sdo:manufacturer	sdo:Organization	The manufacturer of the product.	http://schema.org/DietarySupplement, http://schema.org/Drug, http://schema.org/Product	http://schema.org/Organization	
software_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
study_group_schema.json	keywords	Annotated	a set of annotations to characterize the study group.	sdo:keywords	sdo:Thing	Keywords or tags used to describe this content. Multiple entries in a keywords list are typically delimited by commas.	http://schema.org/CreativeWork	http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL	
study_group_schema.json	members	Annotated	The entities making up the study group.	sdo:member	sdo:Thing	A member of an Organization or a ProgramMembership. Organizations can be members of organizations; ProgramMembership is typically for individuals.	http://schema.org/Organization, http://schema.org/ProgramMembership	http://schema.org/Organization, http://schema.org/Person	
study_group_schema.json	consentInformation	Annotated	The consent information related to this study group.	sdo:permissionType	sdo:DigitalDocumentPermissionType	The type of permission granted the person, organization, or audience.	http://schema.org/DigitalDocumentPermission	http://schema.org/DigitalDocumentPermissionType	
study_group_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
study_schema.json	types	Annotated	The types of study (e.g. intervention or observation or meta-analysis or clinical trials, or behavioural study, or the study design).	sdo:identifier	sdo:Thing	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
study_schema.json	duration	Annotated	The time during which the activity takes place.	sdo:activityDuration	sdo:Thing	Length of time to engage in the activity.	http://schema.org/ExercisePlan	http://schema.org/Duration, http://schema.org/QuantitativeValue	
study_schema.json	keywords	Annotated	Tags associated with the activity, which will help in its discovery.	sdo:keywords	sdo:Thing	Keywords or tags used to describe this content. Multiple entries in a keywords list are typically delimited by commas.	http://schema.org/CreativeWork	http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL	
study_schema.json	input	Annotated	The entities used as input.	sdo:isBasedOn	sdo:Thing	A resource from which this work is derived or from which it is a modification or adaption.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL	
study_schema.json	output	Annotated	The entities resulting from applying the activity.	sdo:produces	sdo:Thing	The tangible thing generated by the service, e.g. a passport, permit, etc.	http://schema.org/Service	http://schema.org/Thing	
study_schema.json	schedulesActivity	Annotated	The activities scheduled by the study.	sdo:potentialAction	sdo:Action	Indicates a potential Action, which describes an idealized action in which this thing would play an 'object' role.	http://schema.org/Thing	http://schema.org/Action	
study_schema.json	schedulesDataAcquisition	Annotated	The kind of techniques and response variables used during a study for acquiring data.	sdo: measurementTechnique	sdo:Thing				
study_schema.json	studyGroups	Annotated	The different study groups associated with a study.	sdo:member	sdo:Thing	A member of an Organization or a ProgramMembership. Organizations can be members of organizations; ProgramMembership is typically for individuals.	http://schema.org/Organization, http://schema.org/ProgramMembership	http://schema.org/Organization, http://schema.org/Person	
study_schema.json	usesReagent	Annotated	The materials that are used as reagents (but not subjects) of the study.	sdo:supply	sdo:Text	A sub-property of instrument. A supply consumed when performing instructions or a direction.	http://schema.org/HowTo, http://schema.org/HowToDirection	http://schema.org/HowToSupply, http://schema.org/Text	
study_schema.json	isAboutBiologicalEntity	Annotated	The biological entities relevant to the study, ideally from a controlled vocabulary/ontology such as Gene Ontology.	sdo:about	sdo:Thing	The subject matter of the content.	http://schema.org/CommunicateAction, http://schema.org/CreativeWork, http://schema.org/Event	http://schema.org/Thing	
study_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
taxonomic_info_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
treatment_schema.json	duration	Annotated	The time during which the activity takes place.	sdo:activityDuration	sdo:Thing	Length of time to engage in the activity.	http://schema.org/ExercisePlan	http://schema.org/Duration, http://schema.org/QuantitativeValue	
treatment_schema.json	keywords	Annotated	Tags associated with the activity, which will help in its discovery.	sdo:keywords	sdo:Thing	Keywords or tags used to describe this content. Multiple entries in a keywords list are typically delimited by commas.	http://schema.org/CreativeWork	http://schema.org/DefinedTerm, http://schema.org/Text, http://schema.org/URL	
treatment_schema.json	input	Annotated	The entities used as input.	sdo:isBasedOn	sdo:Thing	A resource from which this work is derived or from which it is a modification or adaption.	http://schema.org/CreativeWork	http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL	
treatment_schema.json	output	Annotated	The entities resulting from applying the activity.	sdo:produces	sdo:Thing	The tangible thing generated by the service, e.g. a passport, permit, etc.	http://schema.org/Service	http://schema.org/Thing	
treatment_schema.json	agent	Annotated	The nature of the perturbation or intervention used in the treatment.	sdo:procedureType	sdo:Thing	The type of procedure, for example Surgical, Noninvasive, or Percutaneous.	http://schema.org/MedicalProcedure	http://schema.org/MedicalProcedureType	
treatment_schema.json	intensity	Annotated	A measurement about how acute the perturbation is.	sdo:valueReference	sdo:Thing	A secondary value that provides additional information on the original value, e.g. a reference temperature or a type of measurement.	http://schema.org/PropertyValue, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/DefinedTerm, http://schema.org/Enumeration, http://schema.org/MeasurementTypeEnumeration, http://schema.org/PropertyValue, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue, http://schema.org/StructuredValue, http://schema.org/Text	
treatment_schema.json	concomitance	Annotated	A boolean value to indicate if more that one perturbations are applied at the same time to the same subject.	sdo:value	sdo:Boolean	"The value of the quantitative value or property value node.<br/><br/>  <ul> <li>For <a class=""localLink"" href=""/QuantitativeValue"">QuantitativeValue</a> and <a class=""localLink"" href=""/MonetaryAmount"">MonetaryAmount</a>, the recommended type for values is 'Number'.</li> <li>For <a class=""localLink"" href=""/PropertyValue"">PropertyValue</a>, it can be 'Text;', 'Number', 'Boolean', or 'StructuredValue'.</li> <li>Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similiar Unicode symbols.</li> <li>Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.</li> </ul>"	http://schema.org/MonetaryAmount, http://schema.org/PropertyValue, http://schema.org/QuantitativeValue	http://schema.org/Boolean, http://schema.org/Number, http://schema.org/StructuredValue, http://schema.org/Text	
treatment_schema.json	order	Annotated	The rank in which perturbations are being applied to study subjects.	sdo:position	sdo:Integer	The position of an item in a series or sequence of items.	http://schema.org/CreativeWork, http://schema.org/ListItem	http://schema.org/Integer, http://schema.org/Text	
treatment_schema.json	extraProperties	Annotated	Extra properties that do not fit in the previous specified attributes. 	sdo:additionalProperty	sdo:PropertyValue	A property-value pair representing an additional characteristics of the entitity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>  Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.	http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue	http://schema.org/PropertyValue	
access_schema.json	identifier	DATS	The identifier of the access entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
access_schema.json	landingPage	DATS	A web page that contains information about the associated dataset or other research object and a direct link to the object itself.	sdo:url	sdo:URL	URL of the item.	http://schema.org/Thing	http://schema.org/URL	
access_schema.json	accessURL	DATS	A URL from which the resource (dataset or other research object) can be retrieved, i.e. a direct link to the object itself.	sdo:url	sdo:URL	URL of the item.	http://schema.org/Thing	http://schema.org/URL	
activity_schema.json	identifier	DATS	The identifier of the activity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
activity_schema.json	name	DATS	The name of the activity, usually one sentece or short description of the activity.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
activity_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the activity.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
activity_schema.json	startDate	DATS	A timestamp to record the starting point of the activity.	sdo:startTime	sdo:DateTime	The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
activity_schema.json	endDate	DATS	A timestamp to record the end point of the activity.	sdo:endTime	sdo:DateTime	The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
activity_schema.json	location	DATS	The location where the activity takes place.	sdo:location	sdo:Thing	The location of, for example, where an event is happening, where an organization is located, or where an action takes place.	http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization	http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text, http://schema.org/VirtualLocation	
activity_schema.json	performedBy	DATS	The person(s) or organisation(s) responsible for executing the process.	sdo:agent	sdo:Thing	The direct performer or driver of the action (animate or inanimate). e.g. <em>John</em> wrote a book.	http://schema.org/Action	http://schema.org/Organization, http://schema.org/Person	
alternate_identifier_info_schema.json	identifier	DATS	An identifier or identifiers other than the primary Identifier applied to the resource being registered. (definition from DataCite)	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
anatomical_part_schema.json	identifier	DATS	The identifier of the anatomical part.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
anatomical_part_schema.json	name	DATS	The name of the anatomical entity or anatomical part.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
annotation_schema.json	value	DATS	The value of the annotation - it can be a string or a number (for coded values).	sdo:value	sdo:DataType	"The value of the quantitative value or property value node.<br/><br/>  <ul> <li>For <a class=""localLink"" href=""/QuantitativeValue"">QuantitativeValue</a> and <a class=""localLink"" href=""/MonetaryAmount"">MonetaryAmount</a>, the recommended type for values is 'Number'.</li> <li>For <a class=""localLink"" href=""/PropertyValue"">PropertyValue</a>, it can be 'Text;', 'Number', 'Boolean', or 'StructuredValue'.</li> <li>Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similiar Unicode symbols.</li> <li>Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.</li> </ul>"	http://schema.org/MonetaryAmount, http://schema.org/PropertyValue, http://schema.org/QuantitativeValue	http://schema.org/Boolean, http://schema.org/Number, http://schema.org/StructuredValue, http://schema.org/Text	
annotation_schema.json	valueIRI	DATS	The IRI of a concept or ontology term associated with the value. It can also be an empty string	sdo:url	sdo:URL	URL of the item.	http://schema.org/Thing	http://schema.org/URL	
biological_entity_schema.json	identifier	DATS	The identifier of the biological entity.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
biological_entity_schema.json	name	DATS	The name of the biological entity.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
category_values_pair_schema.json	category	DATS	A characteristic or property about the entity this object is associated with.	sdo:value	sdo:Text	"The value of the quantitative value or property value node.<br/><br/>  <ul> <li>For <a class=""localLink"" href=""/QuantitativeValue"">QuantitativeValue</a> and <a class=""localLink"" href=""/MonetaryAmount"">MonetaryAmount</a>, the recommended type for values is 'Number'.</li> <li>For <a class=""localLink"" href=""/PropertyValue"">PropertyValue</a>, it can be 'Text;', 'Number', 'Boolean', or 'StructuredValue'.</li> <li>Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similiar Unicode symbols.</li> <li>Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.</li> </ul>"	http://schema.org/MonetaryAmount, http://schema.org/PropertyValue, http://schema.org/QuantitativeValue	http://schema.org/Boolean, http://schema.org/Number, http://schema.org/StructuredValue, http://schema.org/Text	
category_values_pair_schema.json	categoryIRI	DATS	The IRI corresponding to the category, if associated with an ontology term.	sdo:url	sdo:URL	URL of the item.	http://schema.org/Thing	http://schema.org/URL	
data_acquisition_schema.json	identifier	DATS	The identifier of the data acquisition.	sdo:identifier	sdo:Text	"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."	http://schema.org/Thing	http://schema.org/PropertyValue, http://schema.org/Text, http://schema.org/URL	
data_acquisition_schema.json	name	DATS	The name of the activity, usually one sentece or short description of the data acquisition.	sdo:name	sdo:Text	The name of the item.	http://schema.org/Thing	http://schema.org/Text	
data_acquisition_schema.json	description	DATS	A textual narrative comprised of one or more statements describing the data acquisition.	sdo:description	sdo:Text	A description of the item.	http://schema.org/Thing	http://schema.org/Text	
data_acquisition_schema.json	startDate	DATS	A timestamp to record the starting point of the activity.	sdo:startTime	sdo:DateTime	The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>  Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.	http://schema.org/Action, http://schema.org/FoodEstablishmentReservation, http://schema.org/MediaObject, http://schema.org/Schedule	http://schema.org/DateTime, http://schema.org/Time	
